transaction_id,user_id,txn_date,txn_time,merchant_name,merchant_gstin,merchant_category,payment_mode,txn_amount,avg_monthly_amount,txn_location,state,is_business_account,gst_applicable,gst_rate,it_section,income_type,weekday,hour_of_day,previous_txn_gap_minutes,merchant_txn_frequency,monthly_total_amount,account_balance_after_txn,deviation_from_avg,anomaly_label
TXN202500115,U288,2025-07-27,21:36:31,Food Store 297,97BAONU7304B1ZI,Food,UPI,100750.08,51284.52,City29,Maharashtra,False,True,18.0,80D,Business,Sunday,21,98,35,1984.16,758256.68,49465.560000000005,0
TXN202500116,U373,2025-09-12,08:22:44,Banking Store 269,99EQLZY4708B1ZR,Banking,CreditCard,99551.45,34119.4,City91,Gujarat,True,True,18.0,80D,Salary,Friday,8,75,20,339498.17,188177.0,65432.049999999996,0
TXN202500117,U102,2025-08-16,02:50:38,Groceries Store 294,10RXOWW8720O1ZG,Groceries,Cash,173337.9,88024.88,City60,Tamil Nadu,True,True,18.0,24B,CapitalGain,Saturday,2,109,48,30129.37,775736.58,85313.01999999999,1
TXN202500118,U381,2025-06-30,19:21:49,Travel Store 207,13BBHIU1723M1ZC,Travel,CreditCard,78077.56,65906.05,City47,Kerala,False,True,18.0,24B,Business,Monday,19,14,13,28182.9,700429.08,12171.509999999995,0
TXN202500119,U395,2025-01-19,16:10:39,Salary Store 341,59UAEQJ8965A1ZA,Salary,NetBanking,216368.84,88123.9,City61,West Bengal,True,False,0.0,24B,Salary,Sunday,16,68,22,177845.41,221556.55,128244.94,0
TXN202500120,U475,2025-08-03,22:50:08,Entertainment Store 412,33CCTTS4306O1ZS,Entertainment,Cash,339755.48,71360.13,City81,Gujarat,True,True,18.0,10A,Business,Sunday,22,82,18,150911.06,335971.51,268395.35,1
TXN202500121,U572,2025-02-02,02:05:04,Insurance Store 372,94ZSLHN5074L1ZY,Insurance,Cash,79790.23,98366.82,City30,Karnataka,True,True,18.0,80C,Business,Sunday,2,1,2,360530.04,582695.7,-18576.59000000001,1
TXN202500122,U453,2025-03-19,12:23:20,Food Store 170,61LUEVJ6123K1ZE,Food,UPI,312554.35,63443.79,City57,Karnataka,False,True,18.0,80C,CapitalGain,Wednesday,12,85,21,456384.18,19690.37,249110.55999999997,1
TXN202500123,U241,2025-01-31,13:27:08,Insurance Store 218,91QPHSE6322T1ZX,Insurance,NetBanking,11617.37,8012.55,City37,Tamil Nadu,False,True,18.0,80C,Salary,Friday,13,28,24,458247.49,700062.93,3604.8200000000006,0
TXN202500124,U496,2025-03-10,01:55:38,Salary Store 177,78HBKHA4799Y1ZI,Salary,Cash,268865.53,69997.09,City20,Telangana,True,False,0.0,10A,Salary,Monday,1,73,11,362291.13,511081.79,198868.44000000003,1
TXN202500125,U239,2025-07-14,00:46:01,Utilities Store 207,40DILPJ9227X1ZY,Utilities,UPI,152812.17,48000.48,City57,Punjab,False,True,18.0,80C,Business,Monday,0,62,6,112437.24,15287.5,104811.69,1
TXN202500126,U201,2025-02-07,05:00:06,Food Store 17,12AVGYP1881W1ZW,Food,NetBanking,50815.1,49021.34,City76,Rajasthan,False,True,18.0,80D,Business,Friday,5,53,49,471535.08,254279.41,1793.760000000002,1
TXN202500127,U228,2025-05-05,18:51:12,Food Store 68,72CAZFV9770M1ZN,Food,NetBanking,120002.69,34803.58,City21,Gujarat,False,True,18.0,10A,CapitalGain,Monday,18,20,37,382513.17,750246.43,85199.11,1
TXN202500128,U268,2025-06-28,14:01:37,Entertainment Store 204,31FMGGB1624W1ZU,Entertainment,Cash,259722.07,79149.14,City8,Delhi,True,True,18.0,10A,CapitalGain,Saturday,14,36,27,302606.84,251452.25,180572.93,1
TXN202500129,U128,2025-03-11,17:30:10,Food Store 290,35COELC1318N1ZO,Food,NetBanking,42895.56,10128.33,City91,Karnataka,False,True,18.0,80C,CapitalGain,Tuesday,17,97,15,156145.02,612915.64,32767.229999999996,1
TXN202500130,U416,2025-05-13,10:22:35,Insurance Store 491,71IDCII9293K1ZJ,Insurance,UPI,178636.7,72334.84,City25,Kerala,True,True,18.0,80D,Salary,Tuesday,10,83,48,271217.66,567657.68,106301.86000000002,0
TXN202500131,U278,2025-08-22,16:21:56,Insurance Store 57,46UNAHU7643Z1ZY,Insurance,NetBanking,194729.92,52601.37,City28,Karnataka,False,True,18.0,24B,Salary,Friday,16,46,35,172610.19,256636.86,142128.55000000002,1
TXN202500132,U296,2025-01-03,11:09:39,Groceries Store 300,73WGUGJ2135F1ZO,Groceries,Cash,200817.39,65461.61,City84,Karnataka,False,True,18.0,80C,Salary,Friday,11,74,3,259009.18,10166.56,135355.78000000003,1
TXN202500133,U286,2025-01-06,04:53:04,Groceries Store 9,19KVSJC3166E1ZN,Groceries,UPI,17838.26,46202.39,City90,Rajasthan,False,True,18.0,24B,Business,Monday,4,60,3,123824.93,432646.31,-28364.13,1
TXN202500134,U405,2025-09-06,07:06:30,Insurance Store 92,75LUGOC2883E1ZZ,Insurance,UPI,67493.7,63288.9,City2,Karnataka,False,True,18.0,80C,Business,Saturday,7,91,21,172565.64,362811.07,4204.799999999996,0
TXN202500135,U557,2025-08-04,00:51:49,Insurance Store 156,42OOMPU7516Y1ZQ,Insurance,UPI,60657.85,76167.8,City53,Rajasthan,False,True,18.0,80C,Salary,Monday,0,113,50,418143.78,599397.86,-15509.950000000004,1
TXN202500136,U146,2025-06-30,13:26:44,Food Store 159,12IZCEQ5015A1ZC,Food,NetBanking,133230.02,29662.06,City58,Gujarat,False,True,18.0,80D,Business,Monday,13,15,45,265605.53,262047.65,103567.95999999999,1
TXN202500137,U542,2025-08-20,13:23:05,Insurance Store 114,69QNLXK3521R1ZF,Insurance,Cash,156788.74,40755.4,City92,Kerala,True,True,18.0,10A,Business,Wednesday,13,108,50,458715.7,167783.53,116033.34,1
TXN202500138,U210,2025-03-07,07:58:18,Groceries Store 346,74ILENI4947X1ZT,Groceries,Cash,27460.93,6875.41,City53,Maharashtra,False,True,18.0,80D,Business,Friday,7,31,16,450590.16,84695.56,20585.52,1
TXN202500139,U205,2025-04-03,21:01:14,Insurance Store 219,89LEHQJ3081O1ZX,Insurance,Cash,51208.23,75758.17,City25,Kerala,False,True,18.0,24B,Business,Thursday,21,8,37,244514.09,713447.46,-24549.939999999995,0
TXN202500140,U157,2025-03-21,13:05:18,Salary Store 467,13YKJEU9409E1ZH,Salary,UPI,126539.75,70652.45,City52,Telangana,False,False,0.0,80C,Business,Friday,13,42,9,466940.76,699990.13,55887.3,0
TXN202500141,U174,2025-04-29,07:17:43,Groceries Store 346,65ANNYH9795S1ZZ,Groceries,UPI,424431.83,89083.74,City42,Kerala,False,True,18.0,24B,Business,Tuesday,7,69,1,256059.19,582776.92,335348.09,1
TXN202500142,U557,2025-09-23,05:56:37,Rent Store 365,38FTLYH1603K1ZD,Rent,NetBanking,245773.19,66037.87,City86,Rajasthan,False,False,0.0,80C,Salary,Tuesday,5,62,14,6049.44,80446.38,179735.32,1
TXN202500143,U335,2025-08-08,19:51:48,Travel Store 187,45JIBGR2766O1ZA,Travel,CreditCard,110241.22,39561.64,City3,Telangana,True,True,18.0,80D,Salary,Friday,19,1,2,39698.57,877944.14,70679.58,1
TXN202500144,U134,2025-03-08,11:44:50,Entertainment Store 26,48FSXBE1501G1ZQ,Entertainment,Cash,8637.43,3309.26,City92,Kerala,True,True,18.0,24B,Business,Saturday,11,109,33,389090.08,997179.37,5328.17,0
TXN202500145,U202,2025-07-26,23:26:01,Insurance Store 356,79WNQVQ4414F1ZA,Insurance,Cash,403348.29,88621.9,City33,Gujarat,False,True,18.0,80C,CapitalGain,Saturday,23,102,46,436427.77,639207.03,314726.39,1
TXN202500146,U198,2025-04-10,18:07:09,Salary Store 469,69ZNPTR9163J1ZC,Salary,UPI,17330.37,21752.04,City61,Telangana,False,False,0.0,80C,Business,Thursday,18,26,5,246516.47,52513.41,-4421.670000000002,0
TXN202500147,U200,2025-05-08,21:56:39,Food Store 204,29RBVFD9486D1ZA,Food,UPI,75199.74,34463.01,City78,Maharashtra,True,True,18.0,80D,CapitalGain,Thursday,21,62,42,350213.08,18753.84,40736.73,0
TXN202500148,U332,2025-02-22,05:45:51,Rent Store 209,60GASEY1223G1ZQ,Rent,Cash,16065.64,34586.4,City47,Delhi,True,False,0.0,80C,Business,Saturday,5,78,37,38039.09,846560.77,-18520.760000000002,1
TXN202500149,U404,2025-09-10,05:02:56,Rent Store 45,37PEOIY9120V1ZN,Rent,CreditCard,44092.38,56261.26,City43,Tamil Nadu,True,False,0.0,80D,Business,Wednesday,5,19,23,280640.83,770608.93,-12168.880000000005,1
TXN202500150,U578,2025-03-09,00:48:28,Banking Store 70,95BECAU6256G1ZK,Banking,CreditCard,40963.57,11656.13,City95,Telangana,False,True,18.0,80C,Salary,Sunday,0,21,33,142314.4,754564.1,29307.440000000002,1
TXN202500151,U363,2025-08-15,20:47:44,Salary Store 492,45DLYZR7042E1ZV,Salary,UPI,153743.89,31942.06,City92,Telangana,True,False,0.0,24B,Business,Friday,20,29,1,121586.12,313146.99,121801.83000000002,1
TXN202500152,U173,2025-06-29,12:20:27,Banking Store 136,53GRDEO3272Q1ZB,Banking,UPI,138376.44,73102.96,City36,Tamil Nadu,True,True,18.0,24B,CapitalGain,Sunday,12,55,42,319414.33,758792.57,65273.479999999996,0
TXN202500153,U556,2025-02-11,06:45:55,Salary Store 81,72NSALZ9019D1ZS,Salary,UPI,95215.25,83699.81,City73,Delhi,False,False,0.0,80D,CapitalGain,Tuesday,6,61,16,207947.07,935664.25,11515.440000000002,0
TXN202500154,U305,2025-01-04,15:43:36,Travel Store 22,38SNLVD1529C1ZW,Travel,Cash,429599.73,95064.92,City69,Delhi,True,True,18.0,24B,Business,Saturday,15,5,17,482536.77,580729.09,334534.81,1
TXN202500155,U506,2025-04-08,20:39:51,Entertainment Store 335,46CQTXI6150A1ZU,Entertainment,UPI,74645.72,18126.11,City97,Karnataka,True,True,18.0,24B,CapitalGain,Tuesday,20,2,9,376656.93,336177.02,56519.61,1
TXN202500156,U291,2025-03-07,09:57:59,Travel Store 150,32GJNNO2406D1ZE,Travel,UPI,96862.37,65362.58,City30,Karnataka,True,True,18.0,80D,Business,Friday,9,57,48,408430.1,778792.49,31499.789999999994,0
TXN202500157,U166,2025-05-18,11:55:04,Salary Store 322,45MGGHP1023Z1ZC,Salary,Cash,257047.98,73796.73,City85,Karnataka,True,False,0.0,10A,Salary,Sunday,11,29,9,145341.26,435439.25,183251.25,1
TXN202500158,U543,2025-01-30,18:42:32,Rent Store 177,41FADOC6945I1ZN,Rent,UPI,7706.54,7766.18,City36,Maharashtra,False,False,0.0,80C,CapitalGain,Thursday,18,29,25,100689.73,52550.23,-59.64000000000033,0
TXN202500159,U241,2025-08-03,23:33:53,Utilities Store 328,92XECKD8838E1ZO,Utilities,Cash,264855.36,78744.52,City14,Punjab,True,True,18.0,10A,CapitalGain,Sunday,23,50,12,191271.87,127876.01,186110.83999999997,1
TXN202500160,U548,2025-01-20,10:47:18,Travel Store 419,24UPIHG2509O1ZU,Travel,Cash,294063.93,97713.95,City38,Kerala,False,True,18.0,80C,CapitalGain,Monday,10,58,40,322669.97,415896.15,196349.97999999998,1
TXN202500161,U477,2025-08-15,07:38:31,Food Store 117,63VWFYN1934J1ZO,Food,UPI,399344.79,91726.29,City36,Punjab,True,True,18.0,24B,Business,Friday,7,40,44,41064.58,540375.01,307618.5,1
TXN202500162,U166,2025-08-13,18:50:53,Rent Store 486,92UWUYM8474O1ZJ,Rent,Cash,101312.26,88274.13,City92,West Bengal,False,False,0.0,80C,CapitalGain,Wednesday,18,46,44,48590.75,146838.83,13038.12999999999,0
TXN202500163,U275,2025-08-02,08:35:41,Utilities Store 351,47SYWFF6096O1ZN,Utilities,UPI,299905.6,66455.35,City30,West Bengal,True,True,18.0,10A,CapitalGain,Saturday,8,67,17,135896.38,788095.49,233450.24999999997,1
TXN202500164,U273,2025-04-26,16:25:31,Groceries Store 331,59XIBFL9436F1ZM,Groceries,CreditCard,185488.87,55906.46,City22,Rajasthan,False,True,18.0,24B,Salary,Saturday,16,54,2,405990.87,460456.74,129582.41,1
TXN202500165,U368,2025-03-11,17:05:52,Electronics Store 142,71KRUWK3719S1ZM,Electronics,CreditCard,188497.69,72550.74,City56,Delhi,True,True,18.0,24B,Business,Tuesday,17,37,3,361453.07,713882.62,115946.95,0
TXN202500166,U362,2025-04-04,07:59:51,Travel Store 486,68MOPCF9929E1ZO,Travel,CreditCard,28641.17,91436.83,City23,Punjab,False,True,18.0,80C,Salary,Friday,7,97,50,296521.56,573931.15,-62795.66,0
TXN202500167,U338,2025-03-31,12:29:46,Rent Store 218,56WOYTZ7214C1ZB,Rent,Cash,190351.47,78747.96,City22,Delhi,False,False,0.0,80D,CapitalGain,Monday,12,32,35,150654.17,819652.69,111603.51,0
TXN202500168,U399,2025-06-20,23:06:28,Salary Store 86,75WHNIE2264S1ZF,Salary,CreditCard,59449.4,43504.34,City51,Maharashtra,False,False,0.0,80D,Business,Friday,23,113,21,450288.77,81063.92,15945.060000000005,0
TXN202500169,U596,2025-04-25,20:47:55,Entertainment Store 68,93JAMCR8288S1ZV,Entertainment,CreditCard,34065.09,20974.28,City11,Gujarat,True,True,18.0,80C,CapitalGain,Friday,20,87,5,496130.03,78142.25,13090.809999999998,0
TXN202500170,U526,2025-05-24,12:05:31,Travel Store 255,97AALLY6579M1ZP,Travel,UPI,48939.75,98537.92,City94,Karnataka,False,True,18.0,80D,Business,Saturday,12,15,21,463204.85,743145.22,-49598.17,0
TXN202500171,U189,2025-07-22,08:55:00,Salary Store 201,69DKXFS4540R1ZK,Salary,Cash,48601.7,12173.5,City92,Rajasthan,False,False,0.0,80C,Salary,Tuesday,8,2,16,329230.09,178576.5,36428.2,1
TXN202500172,U541,2025-08-14,11:01:01,Groceries Store 469,12CNPMB3442R1ZJ,Groceries,NetBanking,192854.44,44183.07,City79,Karnataka,False,True,18.0,24B,Business,Thursday,11,5,8,376043.28,877800.75,148671.37,1
TXN202500173,U484,2025-03-02,15:21:22,Groceries Store 294,64QLRVR1999P1ZD,Groceries,UPI,38754.38,17642.86,City76,Telangana,True,True,18.0,80C,Salary,Sunday,15,66,50,146110.59,819576.77,21111.519999999997,0
TXN202500174,U385,2025-04-13,09:36:17,Food Store 13,46LOTHP1895G1ZK,Food,Cash,175412.62,44759.98,City56,Telangana,True,True,18.0,80C,CapitalGain,Sunday,9,72,48,20135.08,363820.35,130652.63999999998,1
TXN202500175,U170,2025-02-28,06:44:42,Salary Store 487,93BQURV5521O1ZW,Salary,CreditCard,128327.89,82082.08,City50,Gujarat,True,False,0.0,10A,Business,Friday,6,118,27,165829.34,183112.3,46245.81,0
TXN202500176,U444,2025-08-03,12:27:52,Electronics Store 366,65DCQVS7772U1ZY,Electronics,UPI,21609.86,11770.96,City74,Maharashtra,False,True,18.0,24B,Business,Sunday,12,17,6,344801.45,192626.57,9838.900000000001,0
TXN202500177,U582,2025-05-10,03:52:19,Salary Store 482,17PDAOO1884U1ZT,Salary,Cash,302969.82,88869.91,City20,Gujarat,True,False,0.0,80D,Business,Saturday,3,94,37,46823.8,715316.88,214099.91,1
TXN202500178,U584,2025-08-26,01:41:25,Electronics Store 121,78HIPYD8097Y1ZF,Electronics,NetBanking,125412.78,59068.55,City63,Maharashtra,True,True,18.0,10A,Salary,Tuesday,1,26,5,313420.71,821881.37,66344.23,1
TXN202500179,U120,2025-01-13,21:11:17,Insurance Store 420,31YWATR6411U1ZO,Insurance,CreditCard,58236.85,96745.13,City35,Punjab,False,True,18.0,80D,Business,Monday,21,59,35,267036.45,875938.36,-38508.280000000006,0
TXN202500180,U195,2025-04-27,06:41:53,Utilities Store 223,96PAQQT4222E1ZV,Utilities,Cash,41878.57,49440.17,City27,Rajasthan,False,True,18.0,10A,Salary,Sunday,6,14,27,213984.12,390567.55,-7561.5999999999985,0
TXN202500181,U141,2025-03-28,18:43:05,Insurance Store 328,90FZUCD6175T1ZX,Insurance,NetBanking,85227.7,20305.6,City89,Karnataka,False,True,18.0,80D,CapitalGain,Friday,18,105,19,469245.46,163778.47,64922.1,1
TXN202500182,U535,2025-08-14,00:06:18,Groceries Store 191,89QZENE1377U1ZB,Groceries,CreditCard,94466.58,68802.16,City47,Kerala,True,True,18.0,80D,CapitalGain,Thursday,0,89,25,410507.17,71208.65,25664.42,1
TXN202500183,U508,2025-04-13,07:21:34,Electronics Store 330,70ZHSGK4503B1ZB,Electronics,CreditCard,23958.31,41388.92,City44,Rajasthan,False,True,18.0,80C,Salary,Sunday,7,78,48,203035.41,50178.77,-17430.609999999997,0
TXN202500184,U495,2025-01-11,11:39:03,Groceries Store 408,95HOPVG6838P1ZD,Groceries,CreditCard,4893.69,3856.63,City43,Gujarat,True,True,18.0,10A,Business,Saturday,11,97,35,427882.13,977863.43,1037.0599999999995,0
TXN202500185,U495,2025-06-19,01:20:29,Electronics Store 146,58PYNYH4317C1ZL,Electronics,UPI,22091.29,10155.28,City62,Telangana,True,True,18.0,80D,Salary,Thursday,1,7,1,12444.07,815633.18,11936.01,1
TXN202500186,U143,2025-03-14,11:44:50,Travel Store 236,38AHZAB5883Q1ZR,Travel,CreditCard,153106.33,79093.42,City77,Gujarat,False,True,18.0,80D,Business,Friday,11,22,17,45713.73,164895.59,74012.90999999999,0
TXN202500187,U229,2025-07-16,19:32:35,Groceries Store 303,93BIIPS2666Y1ZC,Groceries,NetBanking,234312.01,51379.85,City70,Gujarat,True,True,18.0,10A,CapitalGain,Wednesday,19,26,33,86543.91,994651.76,182932.16,1
TXN202500188,U141,2025-01-08,20:18:08,Travel Store 292,58NYGPZ1178L1ZU,Travel,UPI,150540.42,86553.13,City54,Delhi,False,True,18.0,80D,Business,Wednesday,20,109,37,117691.13,307758.27,63987.29000000001,0
TXN202500189,U160,2025-06-17,06:34:12,Food Store 146,15BMYFQ4851E1ZT,Food,NetBanking,45816.45,9478.37,City85,Telangana,False,True,18.0,10A,Salary,Tuesday,6,23,1,90384.33,152601.69,36338.079999999994,1
TXN202500190,U542,2025-03-29,17:56:04,Insurance Store 141,27FAIRC9790U1ZI,Insurance,CreditCard,22840.93,5957.53,City13,Punjab,True,True,18.0,24B,Business,Saturday,17,83,9,375192.69,42797.2,16883.4,1
TXN202500191,U573,2025-07-17,09:01:52,Food Store 90,45MEYOK1054N1ZQ,Food,CreditCard,215130.06,99133.16,City49,Telangana,False,True,18.0,80C,CapitalGain,Thursday,9,29,9,129228.59,723937.3,115996.9,0
TXN202500192,U454,2025-06-01,21:42:36,Groceries Store 434,55DMGYN5187P1ZH,Groceries,CreditCard,211298.02,95647.94,City62,Punjab,False,True,18.0,80D,Business,Sunday,21,44,50,397931.11,855992.37,115650.07999999999,0
TXN202500193,U373,2025-01-08,00:33:38,Entertainment Store 131,27KFCXW8993O1ZZ,Entertainment,Cash,11037.8,21919.38,City7,Delhi,False,True,18.0,24B,CapitalGain,Wednesday,0,63,31,113409.83,881311.35,-10881.580000000002,1
TXN202500194,U430,2025-02-28,11:13:28,Insurance Store 173,45SJEWU7177C1ZI,Insurance,NetBanking,39316.12,30979.56,City39,Punjab,True,True,18.0,80C,Salary,Friday,11,63,36,414961.76,932498.76,8336.560000000001,0
TXN202500195,U598,2025-09-14,03:42:45,Food Store 146,94KLUXL6805P1ZQ,Food,CreditCard,193261.0,59487.37,City65,Kerala,True,True,18.0,80C,Salary,Sunday,3,83,45,471597.97,993606.25,133773.63,1
TXN202500196,U177,2025-05-11,10:49:18,Salary Store 301,48ILKNI5392Y1ZF,Salary,UPI,31000.06,17356.43,City71,Rajasthan,False,False,0.0,80D,Salary,Sunday,10,78,37,257550.5,359757.16,13643.630000000001,0
TXN202500197,U487,2025-06-14,23:29:16,Entertainment Store 92,20AVZWS4814L1ZY,Entertainment,CreditCard,80648.9,95433.53,City90,West Bengal,False,True,18.0,24B,CapitalGain,Saturday,23,95,15,283788.09,277757.57,-14784.630000000005,0
TXN202500198,U192,2025-03-21,13:43:26,Food Store 133,72WZDDG5609U1ZF,Food,NetBanking,6139.67,1786.32,City14,Delhi,False,True,18.0,10A,Salary,Friday,13,59,11,129620.59,619223.93,4353.35,1
TXN202500199,U515,2025-06-06,23:23:21,Groceries Store 151,87MZCZT5883K1ZL,Groceries,CreditCard,178124.32,41724.8,City7,Rajasthan,False,True,18.0,24B,Business,Friday,23,113,20,404496.53,491650.23,136399.52000000002,1
TXN202500200,U364,2025-01-12,06:29:16,Groceries Store 485,46FBAQD7309E1ZT,Groceries,UPI,148128.5,61924.08,City64,Delhi,True,True,18.0,24B,Salary,Sunday,6,91,25,471599.08,752198.03,86204.42,0
TXN202500201,U402,2025-05-23,11:22:01,Rent Store 47,88CQXRV4259B1ZK,Rent,NetBanking,35076.62,23920.7,City6,Karnataka,False,False,0.0,80D,CapitalGain,Friday,11,94,31,237002.25,307394.28,11155.920000000002,0
TXN202500202,U163,2025-01-27,12:44:23,Food Store 231,86KSIHU9070F1ZE,Food,CreditCard,104452.44,57218.46,City93,Karnataka,True,True,18.0,10A,CapitalGain,Monday,12,108,13,490208.93,617157.78,47233.98,0
TXN202500203,U112,2025-09-03,08:03:53,Insurance Store 59,63FZGAW5491W1ZL,Insurance,NetBanking,275743.96,69355.79,City98,Gujarat,True,True,18.0,10A,Salary,Wednesday,8,55,20,128054.25,124904.55,206388.17000000004,1
TXN202500204,U392,2025-08-11,13:55:28,Electronics Store 190,94VYUGO5586E1ZE,Electronics,UPI,262477.76,89847.17,City79,Punjab,True,True,18.0,80D,Business,Monday,13,10,19,410890.0,455134.25,172630.59000000003,0
TXN202500205,U290,2025-03-14,10:06:55,Rent Store 80,17ZHHBZ3484Q1ZL,Rent,CreditCard,40238.59,16014.46,City96,Gujarat,False,False,0.0,80C,Salary,Friday,10,114,39,316429.37,105020.53,24224.129999999997,0
TXN202500206,U539,2025-04-24,12:55:37,Entertainment Store 408,31PYXKC9523W1ZQ,Entertainment,CreditCard,85726.27,20585.27,City6,West Bengal,False,True,18.0,10A,CapitalGain,Thursday,12,42,9,65649.44,30517.11,65141.0,1
TXN202500207,U414,2025-06-28,15:04:20,Salary Store 463,19GOLWM7261Q1ZI,Salary,Cash,164717.28,70915.48,City3,Gujarat,True,False,0.0,24B,Business,Saturday,15,48,3,364951.75,398544.92,93801.8,0
TXN202500208,U540,2025-07-29,19:02:07,Food Store 21,43UPMDJ1192K1ZB,Food,UPI,25241.24,42540.21,City77,Tamil Nadu,False,True,18.0,80C,Business,Tuesday,19,11,26,183449.72,922961.99,-17298.969999999998,0
TXN202500209,U174,2025-08-21,23:04:17,Rent Store 466,90XVSXO6336Z1ZZ,Rent,NetBanking,23753.36,31782.13,City10,Telangana,True,False,0.0,80D,Salary,Thursday,23,68,43,252737.99,925622.48,-8028.77,0
TXN202500210,U162,2025-09-21,22:42:25,Food Store 21,19ECQPJ4535M1ZX,Food,Cash,3235.27,6304.55,City69,Punjab,True,True,18.0,24B,Business,Sunday,22,20,8,207928.19,472295.94,-3069.28,0
TXN202500211,U510,2025-05-29,10:08:59,Utilities Store 156,46YXCLR2112P1ZK,Utilities,CreditCard,6551.81,4147.57,City74,Telangana,False,True,18.0,24B,CapitalGain,Thursday,10,111,24,332138.36,301209.82,2404.2400000000007,0
TXN202500212,U439,2025-06-14,05:10:35,Rent Store 171,26NSACM3626F1ZD,Rent,UPI,8642.34,18245.53,City55,Maharashtra,False,False,0.0,80C,Business,Saturday,5,25,5,34244.47,891748.27,-9603.189999999999,1
TXN202500213,U153,2025-02-17,16:42:06,Salary Store 35,17AZIBE7135F1ZW,Salary,NetBanking,27217.7,99577.97,City62,Karnataka,False,False,0.0,80D,CapitalGain,Monday,16,6,28,246320.61,228992.41,-72360.27,0
TXN202500214,U528,2025-03-01,10:07:24,Groceries Store 15,51JJOQU4480D1ZQ,Groceries,NetBanking,72557.32,19237.17,City7,Punjab,False,True,18.0,24B,Salary,Saturday,10,56,22,348539.78,206440.31,53320.15000000001,1
TXN202500215,U381,2025-03-12,07:23:26,Banking Store 428,88PFHDQ6097Q1ZQ,Banking,CreditCard,301007.37,93698.82,City32,Telangana,True,True,18.0,10A,CapitalGain,Wednesday,7,52,37,302238.98,860471.25,207308.55,1
TXN202500216,U354,2025-03-28,20:21:36,Electronics Store 83,89JZURN1545V1ZP,Electronics,Cash,51100.77,13857.7,City49,Delhi,False,True,18.0,10A,Salary,Friday,20,54,34,52450.51,206687.56,37243.06999999999,1
TXN202500217,U458,2025-02-12,00:22:10,Salary Store 110,87XOLME9810K1ZZ,Salary,CreditCard,101245.37,99111.43,City53,West Bengal,True,False,0.0,24B,CapitalGain,Wednesday,0,41,27,235833.75,681456.03,2133.9400000000023,1
TXN202500218,U547,2025-04-08,13:48:46,Electronics Store 403,53WDEVN4026R1ZA,Electronics,CreditCard,425847.69,96474.55,City92,Delhi,False,True,18.0,80C,Salary,Tuesday,13,95,18,345825.33,436897.88,329373.14,1
TXN202500219,U503,2025-08-19,16:56:53,Electronics Store 461,92SVBPQ3624A1ZK,Electronics,CreditCard,186405.44,57239.3,City73,Punjab,True,True,18.0,24B,Business,Tuesday,16,42,19,167005.4,463093.39,129166.14,1
